M D Y: 11 03 2025
14:31:18:169263 Gateway 0, reading I: USB: Baudrate detected: 115200
15:09:58:948588 Gateway 0, reading I: READ FROM NIB
15:09:59:428376 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:09:59:450398 Gateway 0, reading I: READ FROM NIB
15:09:59:450398 Gateway 0, reading I: PPS DETECTED
15:09:59:931862 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:09:59:954083 Gateway 0, reading I: READ FROM NIB
15:10:00:155405 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:10:00:156406 Gateway 0, reading 2d52455455524e444952323446494c34382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:00:446989 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:10:00:448008 Gateway 0, reading 2d52455455524e444952333346494c34382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:00:448906 Gateway 0, reading I: PPS DETECTED
15:10:00:852288 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:10:00:853281 Gateway 0, reading 52455455524e444952323646494c34382d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:01:456538 Gateway 0, reading I: PPS DETECTED
15:10:02:464020 Gateway 0, reading I: PPS DETECTED
15:10:03:048370 Gateway 0, sending b'NIBWS0129400000000000000000000000000'
15:10:03:470109 Gateway 0, reading I: PPS DETECTED
15:10:03:470109 Gateway 0, reading I: Write NIB - PPS
15:10:04:478618 Gateway 0, reading I: PPS DETECTED
15:10:05:486252 Gateway 0, reading I: PPS DETECTED
15:10:06:493086 Gateway 0, reading I: PPS DETECTED
15:10:07:499840 Gateway 0, reading I: PPS DETECTED
15:10:08:507071 Gateway 0, reading I: PPS DETECTED
15:10:09:513373 Gateway 0, reading I: PPS DETECTED
15:10:10:517650 Gateway 0, reading I: PPS DETECTED
15:10:11:524239 Gateway 0, reading I: PPS DETECTED
15:10:12:530709 Gateway 0, reading I: PPS DETECTED
15:10:13:537381 Gateway 0, reading I: PPS DETECTED
15:10:14:442557 Gateway 0, reading I: PPS DETECTED
15:10:15:448243 Gateway 0, reading I: PPS DETECTED
15:10:16:454067 Gateway 0, reading I: PPS DETECTED
15:10:17:460265 Gateway 0, reading I: PPS DETECTED
15:10:18:467370 Gateway 0, reading I: PPS DETECTED
15:10:19:471899 Gateway 0, reading I: PPS DETECTED
15:10:20:480465 Gateway 0, reading I: PPS DETECTED
15:10:21:485403 Gateway 0, reading I: PPS DETECTED
15:10:22:492613 Gateway 0, reading I: PPS DETECTED
15:10:23:498022 Gateway 0, reading I: PPS DETECTED
15:10:24:168807 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:10:24:203336 Gateway 0, reading I: READ FROM NIB
15:10:24:505983 Gateway 0, reading I: PPS DETECTED
15:10:24:672691 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:10:24:706788 Gateway 0, reading I: READ FROM NIB
15:10:25:177228 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:10:25:209870 Gateway 0, reading I: READ FROM NIB
15:10:25:310630 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:10:25:311631 Gateway 0, reading 2d52455455524e444952323446494c34392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:25:623096 Gateway 0, reading I: PPS DETECTED
15:10:25:624091 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:10:25:625090 Gateway 0, reading 2d52455455524e444952333346494c34392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:26:533476 Gateway 0, reading I: PPS DETECTED
15:10:26:634904 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:10:26:635890 Gateway 0, reading 52455455524e444952323646494c34392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:27:442728 Gateway 0, reading I: PPS DETECTED
15:10:27:894209 Gateway 0, sending b'NIBWS0129400000000000000000000000000'
15:10:28:449299 Gateway 0, reading I: PPS DETECTED
15:10:28:449299 Gateway 0, reading I: Write NIB - PPS
15:10:29:455927 Gateway 0, reading I: PPS DETECTED
15:10:30:462766 Gateway 0, reading I: PPS DETECTED
15:10:31:470551 Gateway 0, reading I: PPS DETECTED
15:10:32:475225 Gateway 0, reading I: PPS DETECTED
15:10:33:480718 Gateway 0, reading I: PPS DETECTED
15:10:34:485578 Gateway 0, reading I: PPS DETECTED
15:10:35:491938 Gateway 0, reading I: PPS DETECTED
15:10:36:497361 Gateway 0, reading I: PPS DETECTED
15:10:37:504291 Gateway 0, reading I: PPS DETECTED
15:10:38:509178 Gateway 0, reading I: PPS DETECTED
15:10:39:513496 Gateway 0, reading I: PPS DETECTED
15:10:40:520367 Gateway 0, reading I: PPS DETECTED
15:10:41:524884 Gateway 0, reading I: PPS DETECTED
15:10:41:674334 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:10:41:727301 Gateway 0, reading I: READ FROM NIB
15:10:42:177494 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:10:42:230279 Gateway 0, reading I: READ FROM NIB
15:10:42:533027 Gateway 0, reading I: PPS DETECTED
15:10:42:680122 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:10:42:734554 Gateway 0, reading I: READ FROM NIB
15:10:43:036739 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:10:43:037733 Gateway 0, reading 2d52455455524e444952333346494c35302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:43:326158 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:10:43:327147 Gateway 0, reading 2d52455455524e444952323446494c35302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:43:529883 Gateway 0, reading I: PPS DETECTED
15:10:44:033813 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:10:44:034814 Gateway 0, reading 52455455524e444952323646494c35302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:10:44:539307 Gateway 0, reading I: PPS DETECTED
15:10:45:445867 Gateway 0, reading I: PPS DETECTED
15:10:46:450816 Gateway 0, reading I: PPS DETECTED
15:10:47:459464 Gateway 0, reading I: PPS DETECTED
15:10:48:467838 Gateway 0, reading I: PPS DETECTED
15:10:49:474349 Gateway 0, reading I: PPS DETECTED
15:10:50:480655 Gateway 0, reading I: PPS DETECTED
15:10:51:028525 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:10:51:488350 Gateway 0, reading I: PPS DETECTED
15:10:51:489354 Gateway 0, reading I: Write NIB - PPS
15:10:52:493116 Gateway 0, reading I: PPS DETECTED
15:10:53:499591 Gateway 0, reading I: PPS DETECTED
15:10:54:507451 Gateway 0, reading I: PPS DETECTED
15:10:55:516008 Gateway 0, reading I: PPS DETECTED
15:10:56:523323 Gateway 0, reading I: PPS DETECTED
15:10:57:529794 Gateway 0, reading I: PPS DETECTED
15:10:58:534728 Gateway 0, reading I: PPS DETECTED
15:10:59:440602 Gateway 0, reading I: PPS DETECTED
15:11:00:444637 Gateway 0, reading I: PPS DETECTED
15:11:01:450811 Gateway 0, reading I: PPS DETECTED
15:11:02:457552 Gateway 0, reading I: PPS DETECTED
15:11:03:463756 Gateway 0, reading I: PPS DETECTED
15:11:04:470065 Gateway 0, reading I: PPS DETECTED
15:11:05:475530 Gateway 0, reading I: PPS DETECTED
15:11:06:481351 Gateway 0, reading I: PPS DETECTED
15:11:07:487516 Gateway 0, reading I: PPS DETECTED
15:11:08:493455 Gateway 0, reading I: PPS DETECTED
15:11:09:500491 Gateway 0, reading I: PPS DETECTED
15:11:10:506570 Gateway 0, reading I: PPS DETECTED
15:11:11:342308 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:11:11:513466 Gateway 0, reading I: PPS DETECTED
15:11:11:513466 Gateway 0, reading I: Write NIB - PPS
15:11:12:519904 Gateway 0, reading I: PPS DETECTED
15:11:13:525958 Gateway 0, reading I: PPS DETECTED
15:11:14:532446 Gateway 0, reading I: PPS DETECTED
15:11:15:440362 Gateway 0, reading I: PPS DETECTED
15:11:16:447628 Gateway 0, reading I: PPS DETECTED
15:11:17:454337 Gateway 0, reading I: PPS DETECTED
15:11:18:461015 Gateway 0, reading I: PPS DETECTED
15:11:19:467706 Gateway 0, reading I: PPS DETECTED
15:11:20:474445 Gateway 0, reading I: PPS DETECTED
15:11:21:480887 Gateway 0, reading I: PPS DETECTED
15:11:22:487302 Gateway 0, reading I: PPS DETECTED
15:11:23:494138 Gateway 0, reading I: PPS DETECTED
15:11:24:499661 Gateway 0, reading I: PPS DETECTED
15:11:25:504781 Gateway 0, reading I: PPS DETECTED
15:11:26:511220 Gateway 0, reading I: PPS DETECTED
15:11:27:516062 Gateway 0, reading I: PPS DETECTED
15:11:27:935219 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:11:28:523783 Gateway 0, reading I: PPS DETECTED
15:11:28:523783 Gateway 0, reading I: Write NIB - PPS
15:11:29:530008 Gateway 0, reading I: PPS DETECTED
15:11:30:535571 Gateway 0, reading I: PPS DETECTED
15:11:31:441248 Gateway 0, reading I: PPS DETECTED
15:11:32:448763 Gateway 0, reading I: PPS DETECTED
15:11:33:454633 Gateway 0, reading I: PPS DETECTED
15:11:34:461156 Gateway 0, reading I: PPS DETECTED
15:11:35:467341 Gateway 0, reading I: PPS DETECTED
15:11:36:473812 Gateway 0, reading I: PPS DETECTED
15:11:37:481092 Gateway 0, reading I: PPS DETECTED
15:11:38:485736 Gateway 0, reading I: PPS DETECTED
15:11:39:491970 Gateway 0, reading I: PPS DETECTED
15:11:40:497272 Gateway 0, reading I: PPS DETECTED
15:11:41:503168 Gateway 0, reading I: PPS DETECTED
15:11:42:509836 Gateway 0, reading I: PPS DETECTED
15:11:43:515202 Gateway 0, reading I: PPS DETECTED
15:11:44:519656 Gateway 0, reading I: PPS DETECTED
15:11:45:330108 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:11:45:526614 Gateway 0, reading I: PPS DETECTED
15:11:45:526614 Gateway 0, reading I: Write NIB - PPS
15:11:46:533088 Gateway 0, reading I: PPS DETECTED
15:11:47:538414 Gateway 0, reading I: PPS DETECTED
15:11:48:444682 Gateway 0, reading I: PPS DETECTED
15:11:49:451348 Gateway 0, reading I: PPS DETECTED
15:11:50:455550 Gateway 0, reading I: PPS DETECTED
15:11:51:462828 Gateway 0, reading I: PPS DETECTED
15:11:52:468366 Gateway 0, reading I: PPS DETECTED
15:11:53:473401 Gateway 0, reading I: PPS DETECTED
15:11:54:481251 Gateway 0, reading I: PPS DETECTED
15:11:55:487820 Gateway 0, reading I: PPS DETECTED
15:11:56:494376 Gateway 0, reading I: PPS DETECTED
15:11:57:500994 Gateway 0, reading I: PPS DETECTED
15:11:58:506336 Gateway 0, reading I: PPS DETECTED
15:11:59:513076 Gateway 0, reading I: PPS DETECTED
15:12:00:517791 Gateway 0, reading I: PPS DETECTED
15:12:01:522858 Gateway 0, reading I: PPS DETECTED
15:12:02:530064 Gateway 0, reading I: PPS DETECTED
15:12:03:534502 Gateway 0, reading I: PPS DETECTED
15:12:03:634291 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:12:03:735625 Gateway 0, reading I: READ FROM NIB
15:12:04:137417 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:12:04:238090 Gateway 0, reading I: READ FROM NIB
15:12:04:339329 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:12:04:340337 Gateway 0, reading 2d52455455524e444952323446494c35342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:12:04:639525 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:12:05:041475 Gateway 0, reading I: PPS DETECTED
15:12:05:042678 Gateway 0, reading I: READ FROM NIB
15:12:05:244398 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:12:05:245394 Gateway 0, reading 2d52455455524e444952333346494c35342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:12:05:448348 Gateway 0, reading I: PPS DETECTED
15:12:06:254286 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:12:06:255282 Gateway 0, reading 52455455524e444952323646494c35342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:12:06:458871 Gateway 0, reading I: PPS DETECTED
15:12:07:466544 Gateway 0, reading I: PPS DETECTED
15:12:08:474866 Gateway 0, reading I: PPS DETECTED
15:12:09:479634 Gateway 0, reading I: PPS DETECTED
15:12:10:486984 Gateway 0, reading I: PPS DETECTED
15:12:11:494599 Gateway 0, reading I: PPS DETECTED
15:12:12:500083 Gateway 0, reading I: PPS DETECTED
15:12:13:506242 Gateway 0, reading I: PPS DETECTED
15:12:14:511538 Gateway 0, reading I: PPS DETECTED
15:12:15:519246 Gateway 0, reading I: PPS DETECTED
15:12:16:526757 Gateway 0, reading I: PPS DETECTED
15:12:17:532885 Gateway 0, reading I: PPS DETECTED
15:12:18:440083 Gateway 0, reading I: PPS DETECTED
15:12:19:445919 Gateway 0, reading I: PPS DETECTED
15:12:20:452949 Gateway 0, reading I: PPS DETECTED
15:12:21:458997 Gateway 0, reading I: PPS DETECTED
15:12:22:464899 Gateway 0, reading I: PPS DETECTED
15:12:23:469564 Gateway 0, reading I: PPS DETECTED
15:12:24:474346 Gateway 0, reading I: PPS DETECTED
15:12:25:479466 Gateway 0, reading I: PPS DETECTED
15:12:26:483679 Gateway 0, reading I: PPS DETECTED
15:12:27:489441 Gateway 0, reading I: PPS DETECTED
15:12:28:496878 Gateway 0, reading I: PPS DETECTED
15:12:29:501330 Gateway 0, reading I: PPS DETECTED
15:12:30:508171 Gateway 0, reading I: PPS DETECTED
15:12:31:514034 Gateway 0, reading I: PPS DETECTED
15:12:32:521168 Gateway 0, reading I: PPS DETECTED
15:12:33:527541 Gateway 0, reading I: PPS DETECTED
15:12:34:534832 Gateway 0, reading I: PPS DETECTED
15:12:35:441485 Gateway 0, reading I: PPS DETECTED
15:12:36:448521 Gateway 0, reading I: PPS DETECTED
15:12:37:452978 Gateway 0, reading I: PPS DETECTED
15:12:38:459941 Gateway 0, reading I: PPS DETECTED
15:12:39:464853 Gateway 0, reading I: PPS DETECTED
15:12:40:471844 Gateway 0, reading I: PPS DETECTED
15:12:41:476903 Gateway 0, reading I: PPS DETECTED
15:12:42:482663 Gateway 0, reading I: PPS DETECTED
15:12:43:489763 Gateway 0, reading I: PPS DETECTED
15:12:44:367761 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:12:44:396838 Gateway 0, reading I: READ FROM NIB
15:12:44:497483 Gateway 0, reading I: PPS DETECTED
15:12:44:869427 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:12:44:900189 Gateway 0, reading I: READ FROM NIB
15:12:45:102828 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:12:45:108828 Gateway 0, reading 2d52455455524e444952323446494c35342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:12:45:372217 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:12:45:869085 Gateway 0, reading I: READ FROM NIB
15:12:45:869085 Gateway 0, reading I: PPS DETECTED
15:12:45:970255 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:12:45:971262 Gateway 0, reading 2d52455455524e444952333346494c35342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:12:46:475027 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:12:46:476030 Gateway 0, reading 52455455524e444952323646494c35342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:12:46:477555 Gateway 0, reading I: PPS DETECTED
15:12:47:483826 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:12:47:483826 Gateway 0, reading I: PPS DETECTED
15:12:48:490773 Gateway 0, reading I: PPS DETECTED
15:12:48:491695 Gateway 0, reading I: Write NIB - PPS
15:12:49:496126 Gateway 0, reading I: PPS DETECTED
15:12:50:502671 Gateway 0, reading I: PPS DETECTED
15:12:51:509287 Gateway 0, reading I: PPS DETECTED
15:12:52:515478 Gateway 0, reading I: PPS DETECTED
15:12:53:520056 Gateway 0, reading I: PPS DETECTED
15:12:54:524681 Gateway 0, reading I: PPS DETECTED
15:12:55:530824 Gateway 0, reading I: PPS DETECTED
15:12:56:535429 Gateway 0, reading I: PPS DETECTED
15:12:57:441854 Gateway 0, reading I: PPS DETECTED
15:12:58:448309 Gateway 0, reading I: PPS DETECTED
15:12:59:453483 Gateway 0, reading I: PPS DETECTED
15:13:00:460119 Gateway 0, reading I: PPS DETECTED
15:13:01:467042 Gateway 0, reading I: PPS DETECTED
15:13:02:471403 Gateway 0, reading I: PPS DETECTED
15:13:03:476577 Gateway 0, reading I: PPS DETECTED
15:13:04:482724 Gateway 0, reading I: PPS DETECTED
15:13:05:489069 Gateway 0, reading I: PPS DETECTED
15:13:06:494744 Gateway 0, reading I: PPS DETECTED
15:13:07:500741 Gateway 0, reading I: PPS DETECTED
15:13:08:507227 Gateway 0, reading I: PPS DETECTED
15:13:09:513861 Gateway 0, reading I: PPS DETECTED
15:13:10:218496 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:13:10:318909 Gateway 0, reading I: READ FROM NIB
15:13:10:521016 Gateway 0, reading I: PPS DETECTED
15:13:10:722649 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:13:10:823657 Gateway 0, reading I: READ FROM NIB
15:13:10:924641 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:13:10:925655 Gateway 0, reading 2d52455455524e444952323446494c35352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:13:11:226315 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:13:11:665177 Gateway 0, reading I: READ FROM NIB
15:13:11:665177 Gateway 0, reading I: PPS DETECTED
15:13:11:767027 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:13:11:768022 Gateway 0, reading 2d52455455524e444952333346494c35352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:13:12:272761 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:13:12:273755 Gateway 0, reading 52455455524e444952323646494c35352d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:13:12:477968 Gateway 0, reading I: PPS DETECTED
15:13:13:483161 Gateway 0, reading I: PPS DETECTED
15:13:14:489433 Gateway 0, reading I: PPS DETECTED
15:13:15:494554 Gateway 0, reading I: PPS DETECTED
15:13:16:501055 Gateway 0, reading I: PPS DETECTED
15:13:17:257297 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:13:17:507290 Gateway 0, reading I: PPS DETECTED
15:13:17:507290 Gateway 0, reading I: Write NIB - PPS
15:13:18:515109 Gateway 0, reading I: PPS DETECTED
15:13:19:521756 Gateway 0, reading I: PPS DETECTED
15:13:20:527444 Gateway 0, reading I: PPS DETECTED
15:13:21:531970 Gateway 0, reading I: PPS DETECTED
15:13:22:538139 Gateway 0, reading I: PPS DETECTED
15:13:23:443490 Gateway 0, reading I: PPS DETECTED
15:13:24:450474 Gateway 0, reading I: PPS DETECTED
15:13:25:455491 Gateway 0, reading I: PPS DETECTED
15:13:26:462934 Gateway 0, reading I: PPS DETECTED
15:13:27:469799 Gateway 0, reading I: PPS DETECTED
15:13:28:475183 Gateway 0, reading I: PPS DETECTED
15:13:29:483898 Gateway 0, reading I: PPS DETECTED
15:13:30:490511 Gateway 0, reading I: PPS DETECTED
15:13:31:496359 Gateway 0, reading I: PPS DETECTED
15:13:32:502933 Gateway 0, reading I: PPS DETECTED
15:13:33:507607 Gateway 0, reading I: PPS DETECTED
15:13:34:514470 Gateway 0, reading I: PPS DETECTED
15:13:35:520576 Gateway 0, reading I: PPS DETECTED
15:13:35:663713 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:13:36:528082 Gateway 0, reading I: PPS DETECTED
15:13:36:528082 Gateway 0, reading I: Write NIB - PPS
15:13:37:533808 Gateway 0, reading I: PPS DETECTED
15:13:38:439732 Gateway 0, reading I: PPS DETECTED
15:13:39:445148 Gateway 0, reading I: PPS DETECTED
15:13:40:451031 Gateway 0, reading I: PPS DETECTED
15:13:41:456812 Gateway 0, reading I: PPS DETECTED
15:13:42:463182 Gateway 0, reading I: PPS DETECTED
15:13:43:470985 Gateway 0, reading I: PPS DETECTED
15:13:44:477643 Gateway 0, reading I: PPS DETECTED
15:13:45:484049 Gateway 0, reading I: PPS DETECTED
15:13:46:489725 Gateway 0, reading I: PPS DETECTED
15:13:47:495153 Gateway 0, reading I: PPS DETECTED
15:13:48:503408 Gateway 0, reading I: PPS DETECTED
15:13:49:508630 Gateway 0, reading I: PPS DETECTED
15:13:50:516758 Gateway 0, reading I: PPS DETECTED
15:13:51:522896 Gateway 0, reading I: PPS DETECTED
15:13:52:531018 Gateway 0, reading I: PPS DETECTED
15:13:53:537323 Gateway 0, reading I: PPS DETECTED
15:13:54:441835 Gateway 0, reading I: PPS DETECTED
15:13:54:671925 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:13:54:743503 Gateway 0, reading I: READ FROM NIB
15:13:55:174995 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:13:55:246241 Gateway 0, reading I: READ FROM NIB
15:13:55:346948 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:13:55:347927 Gateway 0, reading 2d52455455524e444952323446494c35372d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:13:55:678008 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:13:56:089971 Gateway 0, reading I: PPS DETECTED
15:13:56:090965 Gateway 0, reading I: READ FROM NIB
15:13:56:191604 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:13:56:192597 Gateway 0, reading 2d52455455524e444952333346494c35372d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:13:56:495132 Gateway 0, reading I: PPS DETECTED
15:13:57:199555 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:13:57:200563 Gateway 0, reading 52455455524e444952323646494c35372d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:13:57:503660 Gateway 0, reading I: PPS DETECTED
15:13:58:510286 Gateway 0, reading I: PPS DETECTED
15:13:59:515721 Gateway 0, reading I: PPS DETECTED
15:13:59:597730 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:14:00:521966 Gateway 0, reading I: PPS DETECTED
15:14:00:521966 Gateway 0, reading I: Write NIB - PPS
15:14:01:529764 Gateway 0, reading I: PPS DETECTED
15:14:02:537302 Gateway 0, reading I: PPS DETECTED
15:14:03:444459 Gateway 0, reading I: PPS DETECTED
15:14:04:449913 Gateway 0, reading I: PPS DETECTED
15:14:05:455132 Gateway 0, reading I: PPS DETECTED
15:14:06:460064 Gateway 0, reading I: PPS DETECTED
15:14:07:464755 Gateway 0, reading I: PPS DETECTED
15:14:08:470365 Gateway 0, reading I: PPS DETECTED
15:14:09:477427 Gateway 0, reading I: PPS DETECTED
15:14:10:484137 Gateway 0, reading I: PPS DETECTED
15:14:11:491351 Gateway 0, reading I: PPS DETECTED
15:14:12:497250 Gateway 0, reading I: PPS DETECTED
15:14:13:505597 Gateway 0, reading I: PPS DETECTED
15:14:14:511419 Gateway 0, reading I: PPS DETECTED
15:14:15:515969 Gateway 0, reading I: PPS DETECTED
15:14:16:521227 Gateway 0, reading I: PPS DETECTED
15:14:17:528507 Gateway 0, reading I: PPS DETECTED
15:14:18:534531 Gateway 0, reading I: PPS DETECTED
15:14:19:439908 Gateway 0, reading I: PPS DETECTED
15:14:20:446453 Gateway 0, reading I: PPS DETECTED
15:14:20:823592 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:14:21:452639 Gateway 0, reading I: PPS DETECTED
15:14:21:452639 Gateway 0, reading I: Write NIB - PPS
15:14:22:459185 Gateway 0, reading I: PPS DETECTED
15:14:23:464926 Gateway 0, reading I: PPS DETECTED
15:14:24:470504 Gateway 0, reading I: PPS DETECTED
15:14:25:476628 Gateway 0, reading I: PPS DETECTED
15:14:26:481804 Gateway 0, reading I: PPS DETECTED
15:14:27:487683 Gateway 0, reading I: PPS DETECTED
15:14:28:493015 Gateway 0, reading I: PPS DETECTED
15:14:29:499614 Gateway 0, reading I: PPS DETECTED
15:14:30:505640 Gateway 0, reading I: PPS DETECTED
15:14:31:512383 Gateway 0, reading I: PPS DETECTED
15:14:32:518444 Gateway 0, reading I: PPS DETECTED
15:14:33:524931 Gateway 0, reading I: PPS DETECTED
15:14:34:531692 Gateway 0, reading I: PPS DETECTED
15:14:35:437841 Gateway 0, reading I: PPS DETECTED
15:14:36:443953 Gateway 0, reading I: PPS DETECTED
15:14:36:612480 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:14:36:646333 Gateway 0, reading I: READ FROM NIB
15:14:37:114366 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:14:37:149137 Gateway 0, reading I: READ FROM NIB
15:14:37:350982 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:14:37:351979 Gateway 0, reading 2d52455455524e444952323446494c35392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:14:37:617152 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:14:38:043939 Gateway 0, reading I: PPS DETECTED
15:14:38:043939 Gateway 0, reading I: READ FROM NIB
15:14:38:246857 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:14:38:247852 Gateway 0, reading 2d52455455524e444952333346494c35392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:14:38:450030 Gateway 0, reading I: PPS DETECTED
15:14:38:651719 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:14:38:652713 Gateway 0, reading 52455455524e444952323646494c35392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:14:39:458798 Gateway 0, reading I: PPS DETECTED
15:14:40:464018 Gateway 0, reading I: PPS DETECTED
15:14:41:470158 Gateway 0, reading I: PPS DETECTED
15:14:42:476141 Gateway 0, reading I: PPS DETECTED
15:14:43:483777 Gateway 0, reading I: PPS DETECTED
15:14:43:754485 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:14:44:490072 Gateway 0, reading I: PPS DETECTED
15:14:44:490994 Gateway 0, reading I: Write NIB - PPS
15:14:45:496693 Gateway 0, reading I: PPS DETECTED
15:14:46:502436 Gateway 0, reading I: PPS DETECTED
15:14:47:508158 Gateway 0, reading I: PPS DETECTED
15:14:48:514346 Gateway 0, reading I: PPS DETECTED
15:14:49:518632 Gateway 0, reading I: PPS DETECTED
15:14:50:523628 Gateway 0, reading I: PPS DETECTED
15:14:51:530219 Gateway 0, reading I: PPS DETECTED
15:14:52:535136 Gateway 0, reading I: PPS DETECTED
15:14:53:440544 Gateway 0, reading I: PPS DETECTED
15:14:54:447503 Gateway 0, reading I: PPS DETECTED
15:14:55:452744 Gateway 0, reading I: PPS DETECTED
15:14:56:459504 Gateway 0, reading I: PPS DETECTED
15:14:56:526759 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:14:56:560511 Gateway 0, reading I: READ FROM NIB
